Poder de la Unión,Persona Candidata,CurriculumV Persona Candidata
Poder Legislativo,JOSE DE JESUS GOMEZ HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_DE_JESUS_GOMEZ_HERNANDEZ_53431.pdf
"Poder Ejecutivo, Poder Legislativo",ISRAEL HERRERA SEVERIANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISRAEL_HERRERA_SEVERIANO_53483.pdf
Poder Judicial,FIDELMAR ISIDRO OSORIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FIDELMAR_ISIDRO_OSORIO_54223.pdf
Poder Legislativo,NICOLAS LORENZO HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NICOLAS_LORENZO_HERNANDEZ_53920.pdf
Poder Legislativo,JOSE MANUEL MARTINEZ VILLICAÑA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_MANUEL_MARTINEZ_VILLICAÑA_53619.pdf
Poder Judicial,FELIX MANUEL MENDEZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FELIX_MANUEL_MENDEZ_GARCIA_53694.pdf
"En Funciones, Poder Judicial",OCTAVIO RAMOS RAMOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OCTAVIO_RAMOS_RAMOS_55228.pdf
Poder Legislativo,DANIEL REYES MORAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DANIEL_REYES_MORAN_54668.pdf
"Poder Ejecutivo, Poder Legislativo",ARMANDO AGUSTIN SOLIS MONROY,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARMANDO_AGUSTIN_SOLIS_MONROY_54944.pdf
Poder Legislativo,ALVARO VAZQUEZ CAMPA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALVARO_VAZQUEZ_CAMPA_54961.pdf
Poder Legislativo,ELDA KAREN CARRAL CHAVEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELDA_KAREN_CARRAL_CHAVEZ_52719.pdf
Poder Ejecutivo,MA. GUADALUPE CARRANZA GALINDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MA._GUADALUPE_CARRANZA_GALINDO_52603.pdf
En Funciones,YOLANDA DELGADO SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YOLANDA_DELGADO_SANCHEZ_52684.pdf
Poder Legislativo,GRACIELA ELIAS MORALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GRACIELA_ELIAS_MORALES_52981.pdf
Poder Judicial,MARIA GUADALUPE GARCIA DE LA FUENTE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_GUADALUPE_GARCIA_DE_LA_FUENTE_53231.pdf
En Funciones,DIANA BERENICE LOPEZ GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DIANA_BERENICE_LOPEZ_GOMEZ_53944.pdf
Poder Ejecutivo,OLGA GUADALUPE MONTOYA ZABLAH,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OLGA_GUADALUPE_MONTOYA_ZABLAH_54315.pdf
Poder Ejecutivo,JAZMIN RAMOS CORTEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAZMIN_RAMOS_CORTEZ_55220.pdf
Poder Ejecutivo,MARIA ELENA SIFUENTES REZA,
Poder Legislativo,GABRIELA GUADALUPE VALENCIA LUEVANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GABRIELA_GUADALUPE_VALENCIA_LUEVANO_55419.pdf
Poder Legislativo,MAURICIO MANUEL CAMPOS GAY,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MAURICIO_MANUEL_CAMPOS_GAY_52641.pdf
Poder Ejecutivo,LUIS ALBERTO CAZARES ALONSO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_ALBERTO_CAZARES_ALONSO_52690.pdf
Poder Ejecutivo,CARLOS ALBERTO ESTRADA FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_ALBERTO_ESTRADA_FLORES_53209.pdf
Poder Legislativo,LUIS FERNANDO GARCIA GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_FERNANDO_GARCIA_GONZALEZ_53405.pdf
Poder Ejecutivo,JORGE ANTONIO GARCIA SOTOMAYOR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_ANTONIO_GARCIA_SOTOMAYOR_53260.pdf
Poder Ejecutivo,JESUS GERARDO GARZA PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_GERARDO_GARZA_PEREZ_53119.pdf
"Poder Judicial, Poder Legislativo",ENRIQUE MADINABEITIA AGUIRRE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ENRIQUE_MADINABEITIA_AGUIRRE_53942.pdf
Poder Legislativo,JOSE ALFREDO MEZA LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ALFREDO_MEZA_LOPEZ_54001.pdf
En Funciones,EDGAR HUMBERTO MUÑOZ GRAJALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDGAR_HUMBERTO_MUÑOZ_GRAJALES_54085.pdf
Poder Legislativo,ISRAEL NAVARRETE GUERRERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISRAEL_NAVARRETE_GUERRERO_54587.pdf
En Funciones,GERARDO ORTIZ PEREZ DE LOS REYES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GERARDO_ORTIZ_PEREZ_DE_LOS_REYES_54633.pdf
En Funciones,NELSSON PEDRAZA SOTELO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NELSSON_PEDRAZA_SOTELO_54572.pdf
Poder Legislativo,EDGAR UBALDO RUIZ CASTILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDGAR_UBALDO_RUIZ_CASTILLO_54373.pdf
Poder Legislativo,FRANCISCO ALBERTO SANTAMARIA IBARRA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_ALBERTO_SANTAMARIA_IBARRA_54784.pdf
"Poder Ejecutivo, Poder Legislativo",JONAS SEGURA MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JONAS_SEGURA_MARTINEZ_55087.pdf
Poder Legislativo,ELEAZAR SERRANO JUAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELEAZAR_SERRANO_JUAREZ_55045.pdf
En Funciones,ENRIQUE TORRES SEGURA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ENRIQUE_TORRES_SEGURA_55320.pdf
Poder Judicial,ESMIRNA BERENICE ADAME HERRERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ESMIRNA_BERENICE_ADAME_HERRERA_52186.pdf
Poder Ejecutivo,NUVIA JANNELY AGUILLON RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NUVIA_JANNELY_AGUILLON_RODRIGUEZ_52268.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",MARIA ISABEL COBOS LERMA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_ISABEL_COBOS_LERMA_52956.pdf
"Poder Ejecutivo, Poder Legislativo",HATZIDY COLUNGA GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HATZIDY_COLUNGA_GONZALEZ_52791.pdf
Poder Legislativo,ORALIA MARGARITA CORTES ESPINOSA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ORALIA_MARGARITA_CORTES_ESPINOSA_52913.pdf
Poder Ejecutivo,CLAUDIA VALERIA DELGADO URBY,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CLAUDIA_VALERIA_DELGADO_URBY_52743.pdf
Poder Ejecutivo,MARIA DEL SOCORRO FERNANDEZ HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_DEL_SOCORRO_FERNANDEZ_HERNANDEZ_52937.pdf
Poder Judicial,ILEANA ZARINA GARCIA MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ILEANA_ZARINA_GARCIA_MARTINEZ_53230.pdf
Poder Legislativo,MARIA DEL SOCORRO HERNANDEZ MANZANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_DEL_SOCORRO_HERNANDEZ_MANZANO_53629.pdf
"Poder Judicial, Poder Legislativo",MARCELA ERNESTINA RUBIO PEÑA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCELA_ERNESTINA_RUBIO_PEÑA_55035.pdf
Poder Legislativo,JUAN PABLO ALEMAN IZAGUIRRE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_PABLO_ALEMAN_IZAGUIRRE_52146.pdf
Poder Legislativo,JESUS ALVARADO ESPINOSA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_ALVARADO_ESPINOSA_52313.pdf
Poder Ejecutivo,FRANCISCO ARNOLDO ALVARADO FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_ARNOLDO_ALVARADO_FLORES_52315.pdf
En Funciones,JOSE AVALOS COTA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_AVALOS_COTA_52373.pdf
"Poder Judicial, Poder Legislativo",ALEJANDRO MIGUEL CAMACHO GIL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_MIGUEL_CAMACHO_GIL_52495.pdf
"Poder Judicial, Poder Legislativo",ALEJANDRO CASTRUITA FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_CASTRUITA_FLORES_52711.pdf
En Funciones,TITO CONTRERAS PASTRANA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TITO_CONTRERAS_PASTRANA_52614.pdf
Poder Legislativo,OSVALDO ADRIAN COVARRUBIAS DURAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OSVALDO_ADRIAN_COVARRUBIAS_DURAN_52926.pdf
Poder Legislativo,HECTOR GUILLERMO DE LA CRUZ CORTEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HECTOR_GUILLERMO_DE_LA_CRUZ_CORTEZ_52563.pdf
Poder Ejecutivo,CARLOS GUILLERMO FERNANDEZ GALLARDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_GUILLERMO_FERNANDEZ_GALLARDO_53039.pdf
En Funciones,CARLOS MARTIN HERNANDEZ CARLOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_MARTIN_HERNANDEZ_CARLOS_53479.pdf
Poder Legislativo,RICARDO LOPEZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RICARDO_LOPEZ_GARCIA_54700.pdf
Poder Legislativo,JOSE RICARDO MARTINEZ ORTEGON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_RICARDO_MARTINEZ_ORTEGON_54256.pdf
Poder Legislativo,ARIEL NOVELO BE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARIEL_NOVELO_BE_54559.pdf
Poder Ejecutivo,FRANCISCO JAVIER RAMOS JIMENEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_JAVIER_RAMOS_JIMENEZ_55224.pdf
En Funciones,FRANCISCO SALDAÑA ARRAMBIDE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_SALDAÑA_ARRAMBIDE_55520.pdf
Poder Legislativo,NYDIA DEL CARMEN CALDERON HUERTA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NYDIA_DEL_CARMEN_CALDERON_HUERTA_52503.pdf
"Poder Ejecutivo, Poder Legislativo",MARIA CONCEPCION CASTRO MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_CONCEPCION_CASTRO_MARTINEZ_52516.pdf
Poder Legislativo,SHEILA TAIDETH DIAZ COLIN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SHEILA_TAIDETH_DIAZ_COLIN_52998.pdf
Poder Legislativo,CLAUDIA ELIZABETH GOMEZ LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CLAUDIA_ELIZABETH_GOMEZ_LOPEZ_53170.pdf
Poder Ejecutivo,VERONICA GONZALEZ MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VERONICA_GONZALEZ_MARTINEZ_53729.pdf
Poder Legislativo,SANJUANA JARAMILLO JANTE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SANJUANA_JARAMILLO_JANTE_53735.pdf
Poder Ejecutivo,LUCIA ELIZABETH MARTINEZ MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUCIA_ELIZABETH_MARTINEZ_MARTINEZ_53672.pdf
Poder Judicial,DENNIS MARISOL NIETO ALVARADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DENNIS_MARISOL_NIETO_ALVARADO_54607.pdf
Poder Ejecutivo,MARIA BLANCA RITA SEVILLA ESPER,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_BLANCA_RITA_SEVILLA_ESPER_55105.pdf
Poder Judicial,LOURDES VIRIDIANA SOTO GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LOURDES_VIRIDIANA_SOTO_GONZALEZ_55310.pdf
Poder Ejecutivo,BRENDA JANETTE TORRES REYNA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BRENDA_JANETTE_TORRES_REYNA_54926.pdf
Poder Legislativo,LILIA ARELI ZAMORA COLMENARES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LILIA_ARELI_ZAMORA_COLMENARES_54770.pdf
Poder Legislativo,JAVIER AVILA CALVILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAVIER_AVILA_CALVILLO_52834.pdf
Poder Ejecutivo,ULISES CAMACHO DAVILA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ULISES_CAMACHO_DAVILA_52518.pdf
Poder Ejecutivo,ERICK FERNANDO CANO FIGUEROA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERICK_FERNANDO_CANO_FIGUEROA_52774.pdf
"Poder Judicial, Poder Legislativo",ALEJANDRO FLORES ERAÑA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_FLORES_ERAÑA_53237.pdf
En Funciones,JAIME ARTURO GARZON OROZCO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAIME_ARTURO_GARZON_OROZCO_53154.pdf
Poder Judicial,RODOLFO HERNANDEZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RODOLFO_HERNANDEZ_GARCIA_53491.pdf
Poder Judicial,ALBERTO LEIJA LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALBERTO_LEIJA_LOPEZ_53603.pdf
Poder Ejecutivo,ALEJANDRO LEMUS PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_LEMUS_PEREZ_53604.pdf
En Funciones,JOSE JORGE LOPEZ CAMPOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_JORGE_LOPEZ_CAMPOS_54166.pdf
Poder Legislativo,HECTOR ALEJANDRO MATA MORA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HECTOR_ALEJANDRO_MATA_MORA_54321.pdf
Poder Judicial,RAUL MENDIETA VEGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAUL_MENDIETA_VEGA_54098.pdf
"Poder Judicial, Poder Legislativo",MARCO ANTONIO MORALES TORRES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCO_ANTONIO_MORALES_TORRES_53856.pdf
Poder Legislativo,MIGUEL OLVERA ARREOLA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_OLVERA_ARREOLA_54489.pdf
En Funciones,MARAT PAREDES MONTIEL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARAT_PAREDES_MONTIEL_54650.pdf
Poder Judicial,HECTOR YAMAL RAMIREZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HECTOR_YAMAL_RAMIREZ_GARCIA_54432.pdf
Poder Ejecutivo,JOSE ERNESTO RAMIREZ REYES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ERNESTO_RAMIREZ_REYES_55076.pdf
"Poder Ejecutivo, Poder Judicial",JESUS ANTONIO RENTERIA CEBALLOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_ANTONIO_RENTERIA_CEBALLOS_54851.pdf
"Poder Ejecutivo, Poder Legislativo",OMAR ROSTRO HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OMAR_ROSTRO_HERNANDEZ_55155.pdf
Poder Ejecutivo,FRANCISCO MANUEL RUBIN DE CELIS GARZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_MANUEL_RUBIN_DE_CELIS_GARZA_55380.pdf
Poder Ejecutivo,ULISES HADIAEL SERRATO SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ULISES_HADIAEL_SERRATO_SANCHEZ_55103.pdf
En Funciones,IVAN AARON ZEFERIN HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVAN_AARON_ZEFERIN_HERNANDEZ_55352.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",ADRIANA FACUNDO ANDRADE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADRIANA_FACUNDO_ANDRADE_53042.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",MAGNOLIA GARCIA MATUS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MAGNOLIA_GARCIA_MATUS_53227.pdf
"Poder Ejecutivo, Poder Judicial",ANA GABRIELA GOMEZ PALMA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_GABRIELA_GOMEZ_PALMA_53177.pdf
Poder Ejecutivo,RUDY DEL CARMEN GOMEZ VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RUDY_DEL_CARMEN_GOMEZ_VAZQUEZ_53166.pdf
Poder Ejecutivo,NORMA LIDIA GUTIERREZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NORMA_LIDIA_GUTIERREZ_GARCIA_53384.pdf
"Poder Ejecutivo, Poder Legislativo",ADELA ALEJANDRA LASTRA ORTIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADELA_ALEJANDRA_LASTRA_ORTIZ_53810.pdf
Poder Legislativo,SALLY IVETTE MATUS ALVARADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SALLY_IVETTE_MATUS_ALVARADO_54151.pdf
"Poder Judicial, Poder Legislativo",LETICIA PALOMEQUE CRUZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LETICIA_PALOMEQUE_CRUZ_54521.pdf
Poder Ejecutivo,SOFIA RUIZ LIEVANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SOFIA_RUIZ_LIEVANO_54375.pdf
Poder Legislativo,JUAN GUILLERMO ALVAREZ ALVAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_GUILLERMO_ALVAREZ_ALVAREZ_52408.pdf
Poder Legislativo,JUAN MANUEL CEN GAMBOA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_MANUEL_CEN_GAMBOA_52699.pdf
Poder Ejecutivo,JORGE ARTURO CHAVEZ MEJIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_ARTURO_CHAVEZ_MEJIA_52766.pdf
Poder Legislativo,JORGE LUIS CORDOVA SAENZ,
Poder Legislativo,GILBERTO ADRIAN ESPARZA BLAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GILBERTO_ADRIAN_ESPARZA_BLAS_52869.pdf
Poder Legislativo,RICARDO GARCIA REYES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RICARDO_GARCIA_REYES_53407.pdf
Poder Legislativo,GENARO GOMEZ GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GENARO_GOMEZ_GOMEZ_53430.pdf
"Poder Ejecutivo, Poder Legislativo",LUIS GUADALUPE GONZALEZ VALENCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_GUADALUPE_GONZALEZ_VALENCIA_53362.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",ANDRES MADRIGAL ZURITA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANDRES_MADRIGAL_ZURITA_54136.pdf
Poder Legislativo,JOSE ANGEL MARICHE FERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ANGEL_MARICHE_FERNANDEZ_54014.pdf
Poder Judicial,ANGEL MORALES VELUETA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGEL_MORALES_VELUETA_53855.pdf
En Funciones,JAVIER QUIROZ RUIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAVIER_QUIROZ_RUIZ_55180.pdf
Poder Legislativo,LUIS MARIANO SANCHEZ MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_MARIANO_SANCHEZ_MARTINEZ_55002.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",RAFAEL ALEJANDRO TAPIA SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAFAEL_ALEJANDRO_TAPIA_SANCHEZ_55510.pdf
Poder Judicial,OSCAR TELLO USCANGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OSCAR_TELLO_USCANGA_55331.pdf
Poder Legislativo,LORENA DENIS TRINIDAD,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LORENA_DENIS_TRINIDAD_52851.pdf
Poder Legislativo,RUBI DEL CARMEN DOMINGUEZ CAMPOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RUBI_DEL_CARMEN_DOMINGUEZ_CAMPOS_53243.pdf
Poder Legislativo,CAROL DENISE GOMEZ CASTRO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CAROL_DENISE_GOMEZ_CASTRO_53167.pdf
Poder Ejecutivo,GUADALUPE LOPEZ MADRIGAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUADALUPE_LOPEZ_MADRIGAL_53770.pdf
"Poder Ejecutivo, Poder Legislativo",PASTORA GUADALUPE MENDEZ ALVAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PASTORA_GUADALUPE_MENDEZ_ALVAREZ_54158.pdf
Poder Ejecutivo,MARIA MONTSERRAT RICARDEZ BALCAZAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_MONTSERRAT_RICARDEZ_BALCAZAR_54818.pdf
Poder Ejecutivo,PATRICIA SANCHEZ ROMERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PATRICIA_SANCHEZ_ROMERO_55471.pdf
Poder Legislativo,MARIA GUADALUPE TORRES RAMOS,
En Funciones,MARIN ACEVEDO PEÑA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIN_ACEVEDO_PEÑA_52180.pdf
"Poder Ejecutivo, Poder Judicial",HECTOR JAVIER AGUILAR RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HECTOR_JAVIER_AGUILAR_RODRIGUEZ_52195.pdf
Poder Legislativo,LAZARO BEJAR VASCONCELOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LAZARO_BEJAR_VASCONCELOS_52600.pdf
Poder Ejecutivo,MIGUEL ANGEL GONZALEZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANGEL_GONZALEZ_GARCIA_53408.pdf
"Poder Ejecutivo, Poder Legislativo",ALVARO DANIEL GUTIERREZ ALVAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALVARO_DANIEL_GUTIERREZ_ALVAREZ_53375.pdf
"Poder Ejecutivo, Poder Legislativo",PEDRO HUMBERTO HADDAD BERNAT,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PEDRO_HUMBERTO_HADDAD_BERNAT_53532.pdf
Poder Ejecutivo,JUAN HERNANDEZ RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_HERNANDEZ_RODRIGUEZ_53911.pdf
Poder Legislativo,FABIAN MACDONEL DIAZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FABIAN_MACDONEL_DIAZ_53712.pdf
Poder Legislativo,JOSE MANUEL PIMENTEL CASTILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_MANUEL_PIMENTEL_CASTILLO_54050.pdf
"Poder Judicial, Poder Legislativo",SERGIO ROCHIN GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SERGIO_ROCHIN_GARCIA_54480.pdf
"Poder Ejecutivo, Poder Judicial",FREDY SANCHEZ RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FREDY_SANCHEZ_RAMIREZ_55119.pdf
Poder Judicial,CARLOS GIOVANI ZETINA CORNELIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_GIOVANI_ZETINA_CORNELIO_55361.pdf
Poder Ejecutivo,MONSERRAT ERANDI AMBROSIO MONDRAGON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MONSERRAT_ERANDI_AMBROSIO_MONDRAGON_52161.pdf
"Poder Ejecutivo, Poder Legislativo",VERONICA APARICIO CORIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VERONICA_APARICIO_CORIA_52348.pdf
Poder Legislativo,VERONICA BEDOLLA GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VERONICA_BEDOLLA_GARCIA_52599.pdf
Poder Legislativo,KARLA ARIANA BENITEZ ISLAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_ARIANA_BENITEZ_ISLAS_52261.pdf
Poder Ejecutivo,MA. PIEDAD CAMACHO LOZANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MA._PIEDAD_CAMACHO_LOZANO_52520.pdf
Poder Legislativo,DULCE MARIA COLIN OJEDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DULCE_MARIA_COLIN_OJEDA_52959.pdf
