Poder de la Unión,Persona Candidata,CurriculumV Persona Candidata
"Poder Ejecutivo, Poder Legislativo",RODOLFO CASTAÑEDA RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RODOLFO_CASTAÑEDA_RODRIGUEZ_52827.pdf
Poder Judicial,JOSE ANTONIO DOMINGUEZ ALMENDAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ANTONIO_DOMINGUEZ_ALMENDAREZ_52872.pdf
Poder Ejecutivo,JORGE LUIS FLORES RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_LUIS_FLORES_RODRIGUEZ_53025.pdf
Poder Legislativo,RAUL ALBERTO FLORES ROJAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAUL_ALBERTO_FLORES_ROJAS_52909.pdf
Poder Ejecutivo,IVAN EDUARDO FONSECA BERNAL,
"En Funciones, Poder Ejecutivo",JESUS GARCIA VALENZUELA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_GARCIA_VALENZUELA_53006.pdf
Poder Legislativo,ALAN ADAIR GUTIERREZ MONTOYA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALAN_ADAIR_GUTIERREZ_MONTOYA_53381.pdf
Poder Judicial,MIGUEL LEON BIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_LEON_BIO_53959.pdf
Poder Ejecutivo,RUBEN LOPEZ ALONSO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RUBEN_LOPEZ_ALONSO_53696.pdf
Poder Judicial,GERSHOM URIEL LOPEZ AQUINO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GERSHOM_URIEL_LOPEZ_AQUINO_54172.pdf
Poder Legislativo,SERGIO ENRIQUE MEDINA BENITEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SERGIO_ENRIQUE_MEDINA_BENITEZ_54125.pdf
Poder Legislativo,FRANCISCO JAVIER MERCADO PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_JAVIER_MERCADO_PEREZ_54113.pdf
Poder Legislativo,MANUEL ALEJANDRO VALERO ORTIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MANUEL_ALEJANDRO_VALERO_ORTIZ_55389.pdf
Poder Judicial,GUADALUPE GUILLERMO DAVID VAZQUEZ MICHEL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUADALUPE_GUILLERMO_DAVID_VAZQUEZ_MICHEL_54993.pdf
Poder Ejecutivo,MARIA AZUCENA ARIZMENDI JAQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_AZUCENA_ARIZMENDI_JAQUEZ_52586.pdf
En Funciones,LUZ ELBA DE LA TORRE OROZCO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUZ_ELBA_DE_LA_TORRE_OROZCO_52721.pdf
Poder Ejecutivo,ARIADNA ENRIQUEZ VAN DER KAM,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARIADNA_ENRIQUEZ_VAN_DER_KAM_53132.pdf
Poder Legislativo,ILIANA GARCIA FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ILIANA_GARCIA_FLORES_53667.pdf
Poder Ejecutivo,LUCERO IRAIZ MIRANDA GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUCERO_IRAIZ_MIRANDA_GARCIA_53842.pdf
Poder Legislativo,BERTHA PATRICIA OROZCO HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BERTHA_PATRICIA_OROZCO_HERNANDEZ_54809.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",MARIA GUADALUPE PAREDES GASCA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_GUADALUPE_PAREDES_GASCA_54487.pdf
Poder Legislativo,CINTHIA GUADALUPE TENIENTE MENDOZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CINTHIA_GUADALUPE_TENIENTE_MENDOZA_54985.pdf
Poder Ejecutivo,FABIOLA ZARCO CAMARILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FABIOLA_ZARCO_CAMARILLO_54753.pdf
Poder Legislativo,OSCAR EDMUNDO AGUAYO ARREDONDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OSCAR_EDMUNDO_AGUAYO_ARREDONDO_52438.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",JAVIER CRUZ VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAVIER_CRUZ_VAZQUEZ_52651.pdf
Poder Ejecutivo,GERARDO OMAR ESPINOSA GODINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GERARDO_OMAR_ESPINOSA_GODINEZ_52883.pdf
Poder Legislativo,RAYMUNDO ESTRADA DOMINGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAYMUNDO_ESTRADA_DOMINGUEZ_53034.pdf
Poder Legislativo,ANGEL DE JESUS FERNANDEZ DEL RIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGEL_DE_JESUS_FERNANDEZ_DEL_RIO_54954.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",JOSE LUIS GUERRERO HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_LUIS_GUERRERO_HERNANDEZ_53259.pdf
Poder Judicial,NELSON JACOBO MIRELES HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NELSON_JACOBO_MIRELES_HERNANDEZ_53848.pdf
Poder Ejecutivo,JUAN ANTONIO MORENO VELA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_ANTONIO_MORENO_VELA_54510.pdf
Poder Ejecutivo,EUGENIO NAVARRO PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EUGENIO_NAVARRO_PEREZ_54595.pdf
Poder Ejecutivo,BENITO JAVIER SANCHEZ ALDANA MENDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BENITO_JAVIER_SANCHEZ_ALDANA_MENDEZ_52142.pdf
Poder Legislativo,FRANCISCO ENRIQUE VALDOVINOS ELIZALDE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_ENRIQUE_VALDOVINOS_ELIZALDE_55294.pdf
"Poder Ejecutivo, Poder Legislativo",ERIK ODILON VELAZQUEZ VILCHIS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERIK_ODILON_VELAZQUEZ_VILCHIS_55116.pdf
Poder Judicial,MIRIAM LETICIA CASTRO SALAZAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIRIAM_LETICIA_CASTRO_SALAZAR_52515.pdf
En Funciones,ANA LAURA GARIBO GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_LAURA_GARIBO_GARCIA_53116.pdf
Poder Ejecutivo,LORENA CITLALI PIZA PEÑA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LORENA_CITLALI_PIZA_PEÑA_54657.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",LORENA GUADALUPE QUESADA MENDOZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LORENA_GUADALUPE_QUESADA_MENDOZA_54391.pdf
Poder Ejecutivo,FATIMA ROSTRO HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FATIMA_ROSTRO_HERNANDEZ_55154.pdf
Poder Judicial,VICTORIA ESTHER RUIZ SAMANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTORIA_ESTHER_RUIZ_SAMANO_54377.pdf
Poder Ejecutivo,LAURA LIZBETH VILLALOBOS MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LAURA_LIZBETH_VILLALOBOS_MARTINEZ_55563.pdf
Poder Legislativo,BIBIANA ZENDEJAS RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BIBIANA_ZENDEJAS_RAMIREZ_55353.pdf
Poder Legislativo,JORGE LUIS BARBOSA COLUNGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_LUIS_BARBOSA_COLUNGA_52402.pdf
Poder Judicial,ULISES NOE CARATACHEA SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ULISES_NOE_CARATACHEA_SANCHEZ_52476.pdf
Poder Ejecutivo,JULIO ANTONIO GOMEZ RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JULIO_ANTONIO_GOMEZ_RODRIGUEZ_53086.pdf
Poder Legislativo,MARCO ANTONIO SANCHEZ APARICIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCO_ANTONIO_SANCHEZ_APARICIO_55591.pdf
Poder Ejecutivo,VICTOR HUGO SANCHEZ OBREGON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_HUGO_SANCHEZ_OBREGON_55205.pdf
Poder Legislativo,GERARDO VILLANUEVA TOLEDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GERARDO_VILLANUEVA_TOLEDO_55066.pdf
"Poder Ejecutivo, Poder Legislativo",MARISSA ALEJANDRA CHAVEZ SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARISSA_ALEJANDRA_CHAVEZ_SANCHEZ_52760.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",ALICIA DEL CARMEN HERNANDEZ DOMINGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALICIA_DEL_CARMEN_HERNANDEZ_DOMINGUEZ_53496.pdf
"Poder Ejecutivo, Poder Legislativo",PAULINA ALICIA RAMIREZ OLIVAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PAULINA_ALICIA_RAMIREZ_OLIVAS_54614.pdf
Poder Judicial,YURIDIANA RODRIGUEZ RIOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YURIDIANA_RODRIGUEZ_RIOS_55263.pdf
"Poder Ejecutivo, Poder Legislativo",LUZ ELVA VELO SAENZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUZ_ELVA_VELO_SAENZ_55078.pdf
"Poder Ejecutivo, Poder Judicial",PEDRO ANTONIO CAMACHO SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PEDRO_ANTONIO_CAMACHO_SANCHEZ_52519.pdf
Poder Legislativo,JUAN DANIEL DELGADILLO MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_DANIEL_DELGADILLO_MARTINEZ_52740.pdf
"En Funciones, Poder Legislativo",AMILCAR ASAEL ESTRADA SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/AMILCAR_ASAEL_ESTRADA_SANCHEZ_53035.pdf
Poder Legislativo,MAX FREDERICK LOZANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MAX_FREDERICK_LOZANO_53302.pdf
"Poder Ejecutivo, Poder Legislativo",CARLOS FABIAN GOMEZ CHAVEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_FABIAN_GOMEZ_CHAVEZ_53084.pdf
"En Funciones, Poder Judicial, Poder Legislativo",ARTURO ALBERTO GONZALEZ FERREIRO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARTURO_ALBERTO_GONZALEZ_FERREIRO_53437.pdf
Poder Judicial,IAN GERARDO HERNANDEZ MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IAN_GERARDO_HERNANDEZ_MARTINEZ_53493.pdf
Poder Ejecutivo,SAMUEL URIEL MENDOZA RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SAMUEL_URIEL_MENDOZA_RODRIGUEZ_54105.pdf
Poder Legislativo,SALVADOR ALBERTO NASSRI VALVERDE,
Poder Ejecutivo,CARLOS RODOLFO PALACIOS REYES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_RODOLFO_PALACIOS_REYES_54513.pdf
Poder Legislativo,ENRIQUE SANCHEZ NIETO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ENRIQUE_SANCHEZ_NIETO_55336.pdf
Poder Legislativo,MARINO ADOLFO TORRES CHUCA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARINO_ADOLFO_TORRES_CHUCA_55285.pdf
"Poder Ejecutivo, Poder Legislativo",SABELA PATRICIA ASIAIN HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SABELA_PATRICIA_ASIAIN_HERNANDEZ_52369.pdf
Poder Ejecutivo,IRMA BATISTA PACHECO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IRMA_BATISTA_PACHECO_52422.pdf
"En Funciones, Poder Ejecutivo, Poder Judicial",KARLA IRASEMA CARRASCO MENDOZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_IRASEMA_CARRASCO_MENDOZA_52479.pdf
Poder Legislativo,PAULINA CHAVEZ LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PAULINA_CHAVEZ_LOPEZ_52767.pdf
"Poder Ejecutivo, Poder Judicial",DIANA ISELA FLORES NUÑEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DIANA_ISELA_FLORES_NUÑEZ_53216.pdf
Poder Legislativo,PATRICIA MARTINEZ TELLEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PATRICIA_MARTINEZ_TELLEZ_54299.pdf
Poder Judicial,JACQUELINE PANIAGUA URIBE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JACQUELINE_PANIAGUA_URIBE_54525.pdf
Poder Judicial,ALMA ADRIANA VILLANUEVA MADRID,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALMA_ADRIANA_VILLANUEVA_MADRID_55068.pdf
Poder Legislativo,ROBERTO ANTONIO ALCOVERDE MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROBERTO_ANTONIO_ALCOVERDE_MARTINEZ_52259.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",EDGAR ENRIQUE CARRILLO SAENZ,
Poder Ejecutivo,CRISTOBAL MAVIELL CORDOVA JACINTO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CRISTOBAL_MAVIELL_CORDOVA_JACINTO_52968.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",JESUS EVER FLORES PALACIOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_EVER_FLORES_PALACIOS_52890.pdf
Poder Legislativo,MARTIN FERNANDO GARCIA VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARTIN_FERNANDO_GARCIA_VAZQUEZ_53002.pdf
Poder Judicial,LUIS ALBERTO GOMEZ CABALLERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_ALBERTO_GOMEZ_CABALLERO_53127.pdf
Poder Judicial,VICTOR ALFONSO SANDOVAL FRANCO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_ALFONSO_SANDOVAL_FRANCO_54971.pdf
"Poder Ejecutivo, Poder Legislativo",NANCCY AGUILAR TOVAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NANCCY_AGUILAR_TOVAR_52196.pdf
Poder Legislativo,XITLALI GOMEZ TERAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/XITLALI_GOMEZ_TERAN_53171.pdf
Poder Ejecutivo,ALETIA GONZALEZ HUERTA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALETIA_GONZALEZ_HUERTA_53468.pdf
Poder Legislativo,GUILLERMINA JIMENEZ SERAFIN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUILLERMINA_JIMENEZ_SERAFIN_53626.pdf
Poder Ejecutivo,DEYANIRA MARIA DEL ROCIO MARTINEZ CONTRERAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DEYANIRA_MARIA_DEL_ROCIO_MARTINEZ_CONTRERAS_53746.pdf
Poder Legislativo,BERTHA PAREDES NOYOLA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BERTHA_PAREDES_NOYOLA_54872.pdf
"En Funciones, Poder Ejecutivo, Poder Legislativo",GRACIELA RAMIREZ ALVARADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GRACIELA_RAMIREZ_ALVARADO_54688.pdf
"Poder Judicial, Poder Legislativo",ISABEL CRISTINA VEGA CANET,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISABEL_CRISTINA_VEGA_CANET_55490.pdf
Poder Ejecutivo,NOEL BETANZOS TORRES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NOEL_BETANZOS_TORRES_52547.pdf
Poder Legislativo,FRANCISCO JAVIER CAMPOS NERI,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_JAVIER_CAMPOS_NERI_52640.pdf
En Funciones,EDGAR GENARO CEDILLO VELAZQUEZ,
"Poder Ejecutivo, Poder Judicial",HUMBERTO CARLOS GARDUÑO GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HUMBERTO_CARLOS_GARDUÑO_GARCIA_53112.pdf
Poder Judicial,JESUS ALEJANDRO GUTIERREZ GODINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_ALEJANDRO_GUTIERREZ_GODINEZ_53380.pdf
Poder Judicial,NEMESIO HERNANDEZ LUNA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NEMESIO_HERNANDEZ_LUNA_53494.pdf
En Funciones,NEOFITO LOPEZ RAMOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NEOFITO_LOPEZ_RAMOS_54168.pdf
"Poder Judicial, Poder Legislativo",JULIO CESAR ORTIZ MONTOYA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JULIO_CESAR_ORTIZ_MONTOYA_54618.pdf
Poder Ejecutivo,EMILIANO PALACIOS RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EMILIANO_PALACIOS_RAMIREZ_54515.pdf
Poder Ejecutivo,OSVALDO RODRIGUEZ CONTRERAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OSVALDO_RODRIGUEZ_CONTRERAS_55448.pdf
Poder Ejecutivo,JOSE ROBERTO ROJAS ROBLES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ROBERTO_ROJAS_ROBLES_54719.pdf
Poder Legislativo,ALEJANDRO ROLDAN OLVERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_ROLDAN_OLVERA_54727.pdf
Poder Judicial,FRANCISCO RUBIO YAÑEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_RUBIO_YAÑEZ_55381.pdf
Poder Ejecutivo,JOSE LUIS RUIZ MUÑOZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_LUIS_RUIZ_MUÑOZ_54369.pdf
Poder Ejecutivo,ISIDORO EDIE SANDOVAL LOME,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISIDORO_EDIE_SANDOVAL_LOME_54734.pdf
Poder Legislativo,HECTOR TOLEDO BARCENAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HECTOR_TOLEDO_BARCENAS_55396.pdf
Poder Legislativo,ESVEIDY ADAME HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ESVEIDY_ADAME_HERNANDEZ_52187.pdf
Poder Legislativo,MIREYA ARTEAGA DIRZO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIREYA_ARTEAGA_DIRZO_52464.pdf
Poder Ejecutivo,ITALICA LOURDES BERNAL ARELLANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ITALICA_LOURDES_BERNAL_ARELLANO_52593.pdf
Poder Legislativo,ELENA BRITO CASALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELENA_BRITO_CASALES_52710.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",PATRICIA FALCON TREJO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PATRICIA_FALCON_TREJO_53043.pdf
"En Funciones, Poder Ejecutivo, Poder Judicial",GLORIA TERESA HERNANDEZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GLORIA_TERESA_HERNANDEZ_GARCIA_53634.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",ARACELI DEL SOCORRO LOBERA MEDINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARACELI_DEL_SOCORRO_LOBERA_MEDINA_54134.pdf
Poder Legislativo,ADRIANA AMELIA NAVARRO GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADRIANA_AMELIA_NAVARRO_GONZALEZ_54594.pdf
Poder Judicial,EDNA VIRIDIANA ROSALES ALEMAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDNA_VIRIDIANA_ROSALES_ALEMAN_55108.pdf
Poder Legislativo,MARICELA VELAZQUEZ SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARICELA_VELAZQUEZ_SANCHEZ_55011.pdf
Poder Ejecutivo,RAUL ESCOBAR PUENTE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAUL_ESCOBAR_PUENTE_53144.pdf
Poder Legislativo,JUAN LUIS GARCIA ARELLANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_LUIS_GARCIA_ARELLANO_53403.pdf
Poder Ejecutivo,JAVIER GUTIERREZ AVILA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAVIER_GUTIERREZ_AVILA_53453.pdf
"Poder Ejecutivo, Poder Legislativo",MIGUEL ANGEL MARTINEZ RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANGEL_MARTINEZ_RODRIGUEZ_53948.pdf
Poder Judicial,VICTOR ANTONIO MARURI ALQUISIRA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_ANTONIO_MARURI_ALQUISIRA_54005.pdf
"Poder Ejecutivo, Poder Legislativo",JORGE ORTIZ AQUINO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_ORTIZ_AQUINO_54471.pdf
Poder Judicial,BENITO ENRIQUE RODRIGUEZ VELAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BENITO_ENRIQUE_RODRIGUEZ_VELAZQUEZ_55266.pdf
Poder Legislativo,FRANCISCO ARTURO SANTILLAN ARREDONDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_ARTURO_SANTILLAN_ARREDONDO_55550.pdf
Poder Legislativo,ROBERTO SOTO CASTOR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROBERTO_SOTO_CASTOR_55208.pdf
"Poder Ejecutivo, Poder Legislativo",ANGEL DARIEN ZAPATA MARIN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGEL_DARIEN_ZAPATA_MARIN_54777.pdf
Poder Ejecutivo,GLADIOLA LIZZETTE ENRIQUEZ CEDILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GLADIOLA_LIZZETTE_ENRIQUEZ_CEDILLO_53131.pdf
Poder Legislativo,MARIA GUADALUPE GAMEZ BEAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_GUADALUPE_GAMEZ_BEAS_53194.pdf
"Poder Ejecutivo, Poder Legislativo",LETICIA GONZALEZ VILLANUEVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LETICIA_GONZALEZ_VILLANUEVA_53319.pdf
En Funciones,MARIA LUCILA MEJIA ACEVEDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_LUCILA_MEJIA_ACEVEDO_54218.pdf
Poder Legislativo,GRACIELA ROBLEDO VERGARA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GRACIELA_ROBLEDO_VERGARA_54537.pdf
Poder Ejecutivo,CELIA SERRANO GARZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CELIA_SERRANO_GARZA_54904.pdf
"Poder Ejecutivo, Poder Legislativo",ERIKA ESMERALDA SUAREZ ENRIQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERIKA_ESMERALDA_SUAREZ_ENRIQUEZ_55250.pdf
Poder Legislativo,MA. GUADALUPE TORRES CANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MA._GUADALUPE_TORRES_CANO_55065.pdf
Poder Legislativo,MARIELA ESTEFANIA ZURITA LUGO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIELA_ESTEFANIA_ZURITA_LUGO_55234.pdf
Poder Ejecutivo,MIGUEL ANGEL BATRES ANTONIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANGEL_BATRES_ANTONIO_52426.pdf
Poder Ejecutivo,HECTOR JAVIER CERVANTES VILLANUEVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HECTOR_JAVIER_CERVANTES_VILLANUEVA_52704.pdf
Poder Ejecutivo,CESAR AUGUSTO CHAVIRA SEGUEDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CESAR_AUGUSTO_CHAVIRA_SEGUEDA_52771.pdf
"En Funciones, Poder Legislativo",MARK HILARIO AZCORRA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARK_HILARIO_AZCORRA_53624.pdf
Poder Legislativo,ADOLFO MACIAS PIÑONES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADOLFO_MACIAS_PIÑONES_53720.pdf
Poder Ejecutivo,JESUS MANUEL MENDEZ MALDONADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_MANUEL_MENDEZ_MALDONADO_53693.pdf
Poder Ejecutivo,ALONSO MONDRAGON ROSAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALONSO_MONDRAGON_ROSAS_54455.pdf
Poder Judicial,ANTONIO DE JESUS RAMIREZ AGUILAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANTONIO_DE_JESUS_RAMIREZ_AGUILAR_54433.pdf
"Poder Ejecutivo, Poder Legislativo",PEDRO SOHAM ROQUE VERDINES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PEDRO_SOHAM_ROQUE_VERDINES_54967.pdf
