Poder de la Unión,Persona Candidata,CurriculumV Persona Candidata
Poder Legislativo,ENEAS OCTAVIO LOPEZ LOMELI,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ENEAS_OCTAVIO_LOPEZ_LOMELI_53972.pdf
Poder Legislativo,RODOLFO SALVADOR MARTINEZ ENRIQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RODOLFO_SALVADOR_MARTINEZ_ENRIQUEZ_54557.pdf
"Poder Judicial, Poder Legislativo",OMAR JONATHAN MENDOZA JUAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OMAR_JONATHAN_MENDOZA_JUAREZ_54101.pdf
Poder Ejecutivo,HECTOR MIGUEL MERIDA VELEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HECTOR_MIGUEL_MERIDA_VELEZ_54116.pdf
Poder Legislativo,JOSE NICOLAS MONTES DE OCA SOLORZANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_NICOLAS_MONTES_DE_OCA_SOLORZANO_54095.pdf
Poder Ejecutivo,HECTOR ORTEGA PEÑA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HECTOR_ORTEGA_PEÑA_54282.pdf
Poder Ejecutivo,ABRAHAM RODRIGUEZ GUERRERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ABRAHAM_RODRIGUEZ_GUERRERO_54408.pdf
Poder Legislativo,LORENZO HECTOR RUIZ LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LORENZO_HECTOR_RUIZ_LOPEZ_54686.pdf
Poder Legislativo,JOSE JOAQUIN SANDOVAL ORTIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_JOAQUIN_SANDOVAL_ORTIZ_55025.pdf
Poder Legislativo,RICARDO SANDOVAL SALINAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RICARDO_SANDOVAL_SALINAS_54733.pdf
Poder Ejecutivo,SELENA MERARY CARREÑO MALDONADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SELENA_MERARY_CARREÑO_MALDONADO_52483.pdf
Poder Judicial,NORMA ARACELY CAZARES ROCHA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NORMA_ARACELY_CAZARES_ROCHA_52691.pdf
"En Funciones, Poder Legislativo",MARIA LUISA GUERRERO LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_LUISA_GUERRERO_LOPEZ_53533.pdf
En Funciones,GILDA HERRERA SALAZAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GILDA_HERRERA_SALAZAR_53435.pdf
En Funciones,MARTHA YADIRA MACHADO LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARTHA_YADIRA_MACHADO_LOPEZ_53716.pdf
Poder Ejecutivo,EDNA JAHEEL MAR BETANCOURT,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDNA_JAHEEL_MAR_BETANCOURT_53741.pdf
Poder Legislativo,PAOLA STEPHANIA MUÑIZ LUPIAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PAOLA_STEPHANIA_MUÑIZ_LUPIAN_54082.pdf
Poder Legislativo,MARIA DEL CARMEN MUÑOZ ALVARADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_DEL_CARMEN_MUÑOZ_ALVARADO_54088.pdf
Poder Ejecutivo,SONIA EDITH PEÑA PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SONIA_EDITH_PEÑA_PEREZ_54856.pdf
Poder Judicial,JUANA MARIA SALAZAR PAITA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUANA_MARIA_SALAZAR_PAITA_55439.pdf
Poder Ejecutivo,RUBI SANDOVAL AGUILERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RUBI_SANDOVAL_AGUILERA_54901.pdf
Poder Judicial,MARIA JOEL VEGA CABRERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_JOEL_VEGA_CABRERA_55493.pdf
Poder Judicial,RENE AGUAYO GALLEGOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RENE_AGUAYO_GALLEGOS_52189.pdf
"En Funciones, Poder Ejecutivo, Poder Judicial, Poder Legislativo",JUAN CARLOS AMEZCUA GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_CARLOS_AMEZCUA_GOMEZ_52162.pdf
Poder Ejecutivo,JUAN JOSE CID PIMENTEL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_JOSE_CID_PIMENTEL_53070.pdf
En Funciones,JUAN CARLOS DIAZ ROVELO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_CARLOS_DIAZ_ROVELO_53206.pdf
Poder Legislativo,LUIS GERARDO ESPARZA RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_GERARDO_ESPARZA_RODRIGUEZ_52870.pdf
Poder Ejecutivo,LORENZO VALENTIN FLORES RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LORENZO_VALENTIN_FLORES_RODRIGUEZ_52992.pdf
Poder Judicial,JESUS GERARDO GARCIA BERNAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_GERARDO_GARCIA_BERNAL_53577.pdf
Poder Ejecutivo,ERNESTO LOPEZ SALAZAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERNESTO_LOPEZ_SALAZAR_53966.pdf
Poder Ejecutivo,CUITLAHUAC DARIO LUNA DUEÑAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CUITLAHUAC_DARIO_LUNA_DUEÑAS_53832.pdf
En Funciones,ZENAIDO OROZCO CONTRERAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ZENAIDO_OROZCO_CONTRERAS_54812.pdf
Poder Legislativo,JOSE ANTONIO REYES MARES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ANTONIO_REYES_MARES_54672.pdf
Poder Legislativo,JUAN CARLOS RUIZ TOLEDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_CARLOS_RUIZ_TOLEDO_54384.pdf
Poder Judicial,JUAN CARLOS CRUZ UBALDO DIAZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_CARLOS_CRUZ_UBALDO_DIAZ_52668.pdf
Poder Judicial,MIREYA DE JESUS ABREGO ELVIRA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIREYA_DE_JESUS_ABREGO_ELVIRA_52176.pdf
Poder Ejecutivo,KARLA BERENICE GAMEZ BARBOSA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_BERENICE_GAMEZ_BARBOSA_53247.pdf
Poder Judicial,SIGRID LUCIA MARIA GUTIERREZ ANGULO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SIGRID_LUCIA_MARIA_GUTIERREZ_ANGULO_53372.pdf
Poder Ejecutivo,KRYSTEL ALLERYM HERNANDEZ ROSAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KRYSTEL_ALLERYM_HERNANDEZ_ROSAS_53471.pdf
"Poder Ejecutivo, Poder Legislativo",MARIA DE LOS ANGELES MENDOZA HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_DE_LOS_ANGELES_MENDOZA_HERNANDEZ_54108.pdf
Poder Judicial,KARLA MARIANA NARRO REYES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_MARIANA_NARRO_REYES_54317.pdf
Poder Legislativo,MARIA DE LOS ANGELES PADRON BANDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_DE_LOS_ANGELES_PADRON_BANDA_54566.pdf
Poder Ejecutivo,INGRID YAHARI RUELAS BURGOA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/INGRID_YAHARI_RUELAS_BURGOA_55245.pdf
Poder Ejecutivo,KARINA RUIZ CRUZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARINA_RUIZ_CRUZ_54622.pdf
Poder Legislativo,BRENDA JUDITH SAUCEDA VILLEDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BRENDA_JUDITH_SAUCEDA_VILLEDA_55013.pdf
En Funciones,BAYARDO ENRIQUE ARCEO CASSANI,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BAYARDO_ENRIQUE_ARCEO_CASSANI_52359.pdf
Poder Ejecutivo,JOSE WENCESLAO BAEZ MONTELONGO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_WENCESLAO_BAEZ_MONTELONGO_52581.pdf
Poder Ejecutivo,OMAR CASTRO ZAVALETA BUSTOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OMAR_CASTRO_ZAVALETA_BUSTOS_54932.pdf
Poder Ejecutivo,JONATHAN MATIANO MENDIOLA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JONATHAN_MATIANO_MENDIOLA_54328.pdf
Poder Judicial,LUIS MANUEL MORALES ESCOBEDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_MANUEL_MORALES_ESCOBEDO_54863.pdf
Poder Judicial,EDGAR HUMBERTO MUÑOZ CASTILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDGAR_HUMBERTO_MUÑOZ_CASTILLO_54091.pdf
Poder Legislativo,EDGAR DAVID RODRIGUEZ LOREDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDGAR_DAVID_RODRIGUEZ_LOREDO_54410.pdf
Poder Legislativo,JOSE GUADALUPE TORRES RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_GUADALUPE_TORRES_RODRIGUEZ_55465.pdf
Poder Ejecutivo,JESUS EDUARDO ULLOA ZUÑIGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_EDUARDO_ULLOA_ZUÑIGA_54799.pdf
"En Funciones, Poder Ejecutivo, Poder Judicial, Poder Legislativo",ERICK MARTIN VEGA SIERRA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERICK_MARTIN_VEGA_SIERRA_54764.pdf
"En Funciones, Poder Judicial",SAMUEL VENTURA RAMOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SAMUEL_VENTURA_RAMOS_55082.pdf
Poder Legislativo,TOMAS DE JESUS ZARCO ORTIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TOMAS_DE_JESUS_ZARCO_ORTIZ_54741.pdf
Poder Ejecutivo,YESSICA ASTELLO NIÑO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YESSICA_ASTELLO_NIÑO_52372.pdf
Poder Legislativo,IRENE GUADALUPE CISNEROS LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IRENE_GUADALUPE_CISNEROS_LOPEZ_52910.pdf
Poder Legislativo,NADIEZHDA MARIA AUXILIADORA COMPEAN ARCIBAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NADIEZHDA_MARIA_AUXILIADORA_COMPEAN_ARCIBAR_52792.pdf
En Funciones,ILEANA GUADALUPE ENG NIÑO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ILEANA_GUADALUPE_ENG_NIÑO_53130.pdf
Poder Legislativo,SONIA MARIBEL GUTIERREZ HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SONIA_MARIBEL_GUTIERREZ_HERNANDEZ_53436.pdf
Poder Legislativo,KARLA GUADALUPE GUZMAN GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_GUADALUPE_GUZMAN_GONZALEZ_53531.pdf
Poder Ejecutivo,TANIA VIRGINIA NERI BORJAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TANIA_VIRGINIA_NERI_BORJAS_54600.pdf
Poder Ejecutivo,LIDIA VERONICA ROBLEDO ALFARO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LIDIA_VERONICA_ROBLEDO_ALFARO_54536.pdf
Poder Ejecutivo,ADOLFO ARREYGUE Y ARREYGUE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADOLFO_ARREYGUE_Y_ARREYGUE_52631.pdf
Poder Judicial,JAIME ARTURO BERMEO SOLIS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAIME_ARTURO_BERMEO_SOLIS_52265.pdf
En Funciones,ANTONIO ERAZO BERNAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANTONIO_ERAZO_BERNAL_53133.pdf
Poder Ejecutivo,FERNANDO ESCAMILLA VILLARREAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FERNANDO_ESCAMILLA_VILLARREAL_53136.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",SERGIO ARTURO FRIAS GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SERGIO_ARTURO_FRIAS_GARCIA_53303.pdf
Poder Legislativo,CESAR AUGUSTO GARZA MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CESAR_AUGUSTO_GARZA_MARTINEZ_53118.pdf
Poder Judicial,ENRIQUE GUERRERO VARGAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ENRIQUE_GUERRERO_VARGAS_53563.pdf
Poder Judicial,TOMAS HERNANDEZ SERRANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TOMAS_HERNANDEZ_SERRANO_53398.pdf
Poder Ejecutivo,ANDRES DE JESUS JUAREZ PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANDRES_DE_JESUS_JUAREZ_PEREZ_53509.pdf
Poder Judicial,JOSE DE JESUS OROZCO ESCALERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_DE_JESUS_OROZCO_ESCALERA_54814.pdf
Poder Legislativo,JESUS HUMBERTO PADILLA BRIONES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_HUMBERTO_PADILLA_BRIONES_54565.pdf
"Poder Ejecutivo, Poder Judicial",EDUARDO RAMIREZ SALINAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDUARDO_RAMIREZ_SALINAS_54541.pdf
Poder Legislativo,MARCO ANTONIO SOBERON BUSTOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCO_ANTONIO_SOBERON_BUSTOS_55433.pdf
Poder Legislativo,LOURDES AVILA VALENZUELA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LOURDES_AVILA_VALENZUELA_52379.pdf
Poder Ejecutivo,GABRIELA DE JESUS CASILLAS CARAVANTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GABRIELA_DE_JESUS_CASILLAS_CARAVANTES_52535.pdf
Poder Legislativo,TANIA CRUZ ARMENTA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TANIA_CRUZ_ARMENTA_52658.pdf
Poder Legislativo,TERESA CRUZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TERESA_CRUZ_GARCIA_52659.pdf
Poder Ejecutivo,YADIRA GUADALUPE DORAME ENRIQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YADIRA_GUADALUPE_DORAME_ENRIQUEZ_53009.pdf
Poder Ejecutivo,CLAUDIA ESTHELA ESPINOZA CID,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CLAUDIA_ESTHELA_ESPINOZA_CID_53351.pdf
Poder Ejecutivo,MARGARITA GARZON MUNGUIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARGARITA_GARZON_MUNGUIA_53199.pdf
En Funciones,LORENA GERALDO IBARRA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LORENA_GERALDO_IBARRA_53162.pdf
Poder Judicial,SONIA GUADALUPE TANORI RUIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SONIA_GUADALUPE_TANORI_RUIZ_55403.pdf
Poder Ejecutivo,ELSA MARIA TORRES VALENZUELA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELSA_MARIA_TORRES_VALENZUELA_55039.pdf
Poder Legislativo,LEASE EDITH YOCUPICIO MAGALLANES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LEASE_EDITH_YOCUPICIO_MAGALLANES_55395.pdf
Poder Ejecutivo,ALAN ROBERTO BARRAGAN RUBIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALAN_ROBERTO_BARRAGAN_RUBIO_52749.pdf
Poder Legislativo,ARTURO ERNESTO BUITIMEA MORALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARTURO_ERNESTO_BUITIMEA_MORALES_52298.pdf
"Poder Ejecutivo, Poder Judicial",JUAN FERNANDO CANALE ARGUELLES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_FERNANDO_CANALE_ARGUELLES_52565.pdf
Poder Ejecutivo,FRANCISCO OMAR CARRILLO GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_OMAR_CARRILLO_GARCIA_52527.pdf
En Funciones,ANIBAL CASTRO BORBON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANIBAL_CASTRO_BORBON_52512.pdf
En Funciones,NOEL CASTRO MELGAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NOEL_CASTRO_MELGAR_52513.pdf
Poder Legislativo,URIEL JOSAFAT CORIA COLMENERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/URIEL_JOSAFAT_CORIA_COLMENERO_53172.pdf
En Funciones,JORGE GUILLERMO GARCIA SUAREZ CAMPOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_GUILLERMO_GARCIA_SUAREZ_CAMPOS_53109.pdf
Poder Judicial,ABNER ISRAEL LARA MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ABNER_ISRAEL_LARA_MARTINEZ_53777.pdf
Poder Judicial,ALFONSO LARIOS PARADA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALFONSO_LARIOS_PARADA_53808.pdf
Poder Ejecutivo,HECTOR MANUEL MADRID SOLIS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HECTOR_MANUEL_MADRID_SOLIS_54240.pdf
Poder Judicial,SERGIO NOVALES LINAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SERGIO_NOVALES_LINAS_54613.pdf
Poder Ejecutivo,REYES REYES VALENZUELA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/REYES_REYES_VALENZUELA_55302.pdf
"Poder Ejecutivo, Poder Legislativo",OLIVER ROBLES RANGEL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OLIVER_ROBLES_RANGEL_54475.pdf
Poder Legislativo,HUGO DAVID SILVA TOLEDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HUGO_DAVID_SILVA_TOLEDO_54917.pdf
Poder Legislativo,FERNANDO TADEO ZAYAS LABORIN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FERNANDO_TADEO_ZAYAS_LABORIN_55326.pdf
En Funciones,JESUS KARINA ALMADA RABAGO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_KARINA_ALMADA_RABAGO_52233.pdf
Poder Legislativo,DIANA ARACELI CHAVEZ MANJARREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DIANA_ARACELI_CHAVEZ_MANJARREZ_52847.pdf
Poder Ejecutivo,MARIA LUCIA DIAZ ZAMORA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_LUCIA_DIAZ_ZAMORA_52898.pdf
Poder Legislativo,CHRISTIAN CAROLINA FELIX LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CHRISTIAN_CAROLINA_FELIX_LOPEZ_53048.pdf
Poder Ejecutivo,ANGELICA FERNANDEZ CALLES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGELICA_FERNANDEZ_CALLES_53053.pdf
Poder Legislativo,IRMA SOCORRO GOMEZ CHAVEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IRMA_SOCORRO_GOMEZ_CHAVEZ_53078.pdf
"Poder Ejecutivo, Poder Judicial",ELEANA JAZMIN HERNANDEZ VEGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELEANA_JAZMIN_HERNANDEZ_VEGA_53472.pdf
"Poder Judicial, Poder Legislativo",LIZ MILAGROS HURTADO SICRE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LIZ_MILAGROS_HURTADO_SICRE_53792.pdf
Poder Judicial,GUADALUPE LOPEZ GUTIERREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUADALUPE_LOPEZ_GUTIERREZ_53638.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",ISABEL NUÑEZ OTHON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISABEL_NUÑEZ_OTHON_54564.pdf
Poder Legislativo,NYDIA MELINA RODRIGUEZ PALOMARES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NYDIA_MELINA_RODRIGUEZ_PALOMARES_54395.pdf
Poder Legislativo,DANYLDA MARGARITA ROMERO LOYA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DANYLDA_MARGARITA_ROMERO_LOYA_54991.pdf
Poder Judicial,LAURA ELENA SANCHEZ FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LAURA_ELENA_SANCHEZ_FLORES_55504.pdf
Poder Ejecutivo,CYNTHIA MARGARITA VALENCIA LEON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CYNTHIA_MARGARITA_VALENCIA_LEON_55418.pdf
Poder Ejecutivo,JOSE ANTONIO AHUMADA CHAIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ANTONIO_AHUMADA_CHAIREZ_52223.pdf
Poder Judicial,JESUS KRISTIAN BERNAL MADRID,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_KRISTIAN_BERNAL_MADRID_52461.pdf
Poder Legislativo,VICTOR MANUEL CASTRO BORBON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_MANUEL_CASTRO_BORBON_52591.pdf
Poder Legislativo,MATIAS NOLASCO CORDOVA CONTRERAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MATIAS_NOLASCO_CORDOVA_CONTRERAS_52878.pdf
"Poder Ejecutivo, Poder Legislativo",EDGAR ALEJANDRO DOMINGUEZ VILLAPUDUA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDGAR_ALEJANDRO_DOMINGUEZ_VILLAPUDUA_52964.pdf
Poder Ejecutivo,RICARDO ANTONIO GALVAN MATUS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RICARDO_ANTONIO_GALVAN_MATUS_53417.pdf
Poder Judicial,JESUS EDGARDO GONZALEZ ORTIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_EDGARDO_GONZALEZ_ORTIZ_53366.pdf
En Funciones,ENRIQUE HERNANDEZ MIRANDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ENRIQUE_HERNANDEZ_MIRANDA_53397.pdf
Poder Legislativo,HIRAM LEYVA GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HIRAM_LEYVA_GOMEZ_53841.pdf
"En Funciones, Poder Judicial",ANTONIO MORA DIEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANTONIO_MORA_DIEZ_54358.pdf
Poder Ejecutivo,CESAR HIRAM MORENO ORTEGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CESAR_HIRAM_MORENO_ORTEGA_54343.pdf
Poder Judicial,PAOLA CABRERA ORTEGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PAOLA_CABRERA_ORTEGA_52470.pdf
En Funciones,ADRIANA CARMONA CARMONA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADRIANA_CARMONA_CARMONA_52717.pdf
Poder Legislativo,IRINA ARELY CASTILLO FUENTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IRINA_ARELY_CASTILLO_FUENTES_52647.pdf
Poder Legislativo,YAMEL AVELINA CONTRERAS RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YAMEL_AVELINA_CONTRERAS_RAMIREZ_52612.pdf
"Poder Ejecutivo, Poder Legislativo",ROSA AURORA ESPEJEL PRADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROSA_AURORA_ESPEJEL_PRADO_52946.pdf
Poder Legislativo,FRIDA ISABEL FLORES VALADEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRIDA_ISABEL_FLORES_VALADEZ_53019.pdf
Poder Judicial,ESMERALDA GARCIA SANTAMARIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ESMERALDA_GARCIA_SANTAMARIA_53664.pdf
"En Funciones, Poder Judicial",ALAIDE GARZON OLVERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALAIDE_GARZON_OLVERA_53155.pdf
Poder Ejecutivo,GRECIA ALEJANDRA GOMEZ LAMADRID CABELLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GRECIA_ALEJANDRA_GOMEZ_LAMADRID_CABELLO_53519.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",GABRIELA GUTIERREZ DAVILA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GABRIELA_GUTIERREZ_DAVILA_53371.pdf
Poder Ejecutivo,ANA ROSA JIMENEZ LORANCA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_ROSA_JIMENEZ_LORANCA_53555.pdf
Poder Judicial,MARIA AURORA LOMELI GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_AURORA_LOMELI_GONZALEZ_53934.pdf
En Funciones,DAISY OCLICA SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DAISY_OCLICA_SANCHEZ_54054.pdf
Poder Ejecutivo,MARIBEL PEREDA CORVERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIBEL_PEREDA_CORVERA_54681.pdf
En Funciones,JULIETA RAMIREZ FRAGOSO,
